"No.","Time","Source","Destination","Protocol","Length","Info"
"6256","4.988417","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6257","4.988419","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6258","4.988421","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6259","4.988423","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6260","4.988424","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6261","4.988425","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6262","4.988426","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6263","4.988461","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=18890 Ack=980843 Win=180288 Len=0 TSval=247168849 TSecr=3725459158"
"6264","4.989161","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6265","4.989164","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6266","4.989165","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6267","4.989167","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"6268","4.989168","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6269","4.989169","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6270","4.989188","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6271","4.989355","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6272","4.989359","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6273","4.989360","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6274","4.989361","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6275","4.989406","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=18890 Ack=992427 Win=188992 Len=0 TSval=247168850 TSecr=3725459158"
"6276","4.990111","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6277","4.990114","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6278","4.990115","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6279","4.990116","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"6280","4.990117","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6281","4.990118","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6282","4.990119","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6283","4.990120","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6284","4.990161","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6285","4.990162","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6286","4.990163","54.192.103.131","192.168.1.81","TLSv1.2","1444","Application Data"
"6287","4.990169","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=18890 Ack=1004011 Win=183200 Len=0 TSval=247168850 TSecr=3725459158"
"6288","4.990192","192.168.1.81","54.192.103.131","TCP","66","58995 > 443 [ACK] Seq=18890 Ack=1012629 Win=186144 Len=0 TSval=247168850 TSecr=3725459158"
"6289","4.990319","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6290","4.990321","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6291","4.990361","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=12203 Ack=575664 Win=128160 Len=0 TSval=247168851 TSecr=3915082955"
"6292","4.990771","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58994 > 443 [ACK] Seq=12203 Ack=575664 Win=131072 Len=0 TSval=247168851 TSecr=3915082955"
"6293","4.991361","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6294","4.991364","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6295","4.991366","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6296","4.991367","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6297","4.991368","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6298","4.991369","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6299","4.991371","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6300","4.991372","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6301","4.991461","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6302","4.991463","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6303","4.991471","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=12203 Ack=578560 Win=128160 Len=0 TSval=247168852 TSecr=3915082955"
"6304","4.991471","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=12203 Ack=581456 Win=125280 Len=0 TSval=247168852 TSecr=3915082955"
"6305","4.991471","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=12203 Ack=584352 Win=122368 Len=0 TSval=247168852 TSecr=3915082955"
"6306","4.991471","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=12203 Ack=587248 Win=119488 Len=0 TSval=247168852 TSecr=3915082955"
"6307","4.991472","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58994 > 443 [ACK] Seq=12203 Ack=587248 Win=131072 Len=0 TSval=247168852 TSecr=3915082955"
"6308","4.991523","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=12203 Ack=589181 Win=129120 Len=0 TSval=247168852 TSecr=3915082955"
"6309","4.992230","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6310","4.992232","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6311","4.992233","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6312","4.992235","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6313","4.992270","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=12203 Ack=592077 Win=128160 Len=0 TSval=247168852 TSecr=3915082955"
"6314","4.992270","192.168.1.81","54.192.103.131","TCP","66","58994 > 443 [ACK] Seq=12203 Ack=594973 Win=125280 Len=0 TSval=247168852 TSecr=3915082955"
"6315","4.992656","192.168.1.81","54.192.103.131","TLSv1.2","560","Application Data"
"6316","4.992669","192.168.1.81","54.192.103.131","TCP","66","[TCP Window Update] 58994 > 443 [ACK] Seq=12203 Ack=594973 Win=131072 Len=0 TSval=247168853 TSecr=3915082955"
"6317","4.994186","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6318","4.994631","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6319","4.994633","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6320","4.994634","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6321","4.994635","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6322","4.994636","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6323","4.994637","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6324","4.994638","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6325","4.994683","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19858 Ack=934098 Win=148448 Len=0 TSval=247168854 TSecr=3719275264"
"6326","4.995353","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6327","4.995356","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6328","4.995357","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6329","4.995358","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6330","4.995359","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6331","4.995360","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6332","4.995361","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6333","4.995362","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6334","4.995443","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6335","4.995445","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6336","4.995446","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6337","4.995453","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19858 Ack=938927 Win=153728 Len=0 TSval=247168855 TSecr=3719275264"
"6338","4.995656","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6339","4.995660","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6340","4.995661","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6341","4.995661","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6342","4.995744","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19858 Ack=950511 Win=152768 Len=0 TSval=247168855 TSecr=3719275264"
"6343","4.996454","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6344","4.996458","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6345","4.996459","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6346","4.996460","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6347","4.996461","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6348","4.996461","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6349","4.996463","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6350","4.996463","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6351","4.996534","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6352","4.996535","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6353","4.996536","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6354","4.996542","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19858 Ack=955340 Win=153728 Len=0 TSval=247168856 TSecr=3719275264"
"6355","4.996587","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=1023749 Win=248576 Len=0 TSval=247168856 TSecr=3725459159"
"6356","4.996749","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6357","4.996751","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6358","4.996752","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6359","4.996753","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6360","4.996754","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6361","4.996755","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6362","4.996797","54.192.103.131","192.168.1.81","SSL","1514","[SSL segment of a reassembled PDU]"
"6363","4.996798","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6364","4.996799","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6365","4.996800","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6366","4.996918","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6367","4.996920","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6368","4.996920","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6369","4.996921","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6370","4.996949","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19858 Ack=966924 Win=157120 Len=0 TSval=247168856 TSecr=3719275264"
"6371","4.997030","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6372","4.997032","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6373","4.997033","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6374","4.997034","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6375","4.997071","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=1035333 Win=254368 Len=0 TSval=247168856 TSecr=3725459159"
"6376","4.997201","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6377","4.997203","54.192.103.131","192.168.1.81","TLSv1.2","551","Application Data"
"6378","4.997203","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6379","4.997240","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6380","4.997245","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19858 Ack=971753 Win=158080 Len=0 TSval=247168856 TSecr=3719275264"
"6381","4.997427","54.192.103.131","192.168.1.81","SSL","1210","[SSL segment of a reassembled PDU]"
"6382","4.997431","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6383","4.997432","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6384","4.997433","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6385","4.997434","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6386","4.997482","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6387","4.997484","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6388","4.997485","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6389","4.997486","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6390","4.997495","192.168.1.81","54.192.103.131","TCP","66","59000 > 443 [ACK] Seq=14753 Ack=1040821 Win=254656 Len=0 TSval=247168856 TSecr=3725459159"
"6391","4.997514","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=299339 Win=128160 Len=0 TSval=247168857 TSecr=3914829861"
"6392","4.997594","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6393","4.997596","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6394","4.997597","54.192.103.131","192.168.1.81","TLSv1.2","1514","Application Data"
"6395","4.997598","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6396","4.997626","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19858 Ack=983337 Win=148448 Len=0 TSval=247168857 TSecr=3719275264"
"6397","4.997631","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=302235 Win=125280 Len=0 TSval=247168857 TSecr=3914829861"
"6398","4.997698","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6399","4.997700","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6400","4.997701","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6401","4.997702","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6402","4.997728","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=305131 Win=122368 Len=0 TSval=247168857 TSecr=3914829861"
"6403","4.997824","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6404","4.997828","54.192.103.131","192.168.1.81","TLSv1.2","94","Application Data"
"6405","4.997828","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6406","4.997829","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6407","4.997831","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6408","4.997861","192.168.1.81","54.192.103.131","TCP","66","58991 > 443 [ACK] Seq=19858 Ack=987709 Win=144064 Len=0 TSval=247168857 TSecr=3719275264"
"6409","4.997868","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=308027 Win=119488 Len=0 TSval=247168857 TSecr=3914829861"
"6410","4.997936","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6411","4.997939","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6412","4.997940","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6413","4.997941","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6414","4.997983","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=310923 Win=116576 Len=0 TSval=247168857 TSecr=3914829861"
"6415","4.998053","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6416","4.998057","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6417","4.998058","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6418","4.998059","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6419","4.998064","192.168.1.81","54.192.103.131","TCP","66","58992 > 443 [ACK] Seq=6768 Ack=312371 Win=131072 Len=0 TSval=247168857 TSecr=3914829861"
"6420","4.998200","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6421","4.998805","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
"6422","4.998809","54.192.103.131","192.168.1.81","TCP","1514","[TCP segment of a reassembled PDU]"
