"No.","Time","Source","Destination","Protocol","Length","Info"
"6561","12.945021000","172.20.7.83","54.84.228.233","TCP","1514","[TCP segment of a reassembled PDU]"
"6562","12.945021000","172.20.7.83","54.84.228.233","TCP","1514","[TCP segment of a reassembled PDU]"
"6563","12.946490000","72.251.229.242","172.20.7.83","HTTP","822","HTTP/1.1 302 Found "
"6564","12.946555000","172.20.7.83","72.251.229.242","TCP","66","57215 > 80 [ACK] Seq=600 Ack=757 Win=65535 Len=0 TSval=1626200397 TSecr=1513393695"
"6565","12.946745000","72.251.229.242","172.20.7.83","TCP","66","80 > 57215 [FIN, ACK] Seq=757 Ack=600 Win=4979 Len=0 TSval=1513393695 TSecr=1626200368"
"6566","12.946777000","172.20.7.83","72.251.229.242","TCP","66","57215 > 80 [ACK] Seq=600 Ack=758 Win=65535 Len=0 TSval=1626200397 TSecr=1513393695"
"6567","12.951373000","198.8.70.212","172.20.7.83","TCP","66","80 > 57110 [ACK] Seq=1538 Ack=3847 Win=14528 Len=0 TSval=3146091497 TSecr=1626200339"
"6568","12.951457000","172.20.7.83","198.8.70.212","TCP","66","[TCP Dup ACK 4162#1] 57110 > 80 [ACK] Seq=3847 Ack=1538 Win=131072 Len=0 TSval=1626200401 TSecr=3146091497"
"6569","12.951921000","52.4.34.161","172.20.7.83","TCP","66","80 > 57214 [ACK] Seq=1 Ack=544 Win=19200 Len=0 TSval=724122080 TSecr=1626200378"
"6570","12.952512000","52.4.34.161","172.20.7.83","HTTP","487","HTTP/1.1 302 Moved Temporarily "
"6571","12.952570000","172.20.7.83","52.4.34.161","TCP","66","57214 > 80 [ACK] Seq=544 Ack=422 Win=131328 Len=0 TSval=1626200402 TSecr=724122080"
"6572","12.961731000","54.84.228.233","172.20.7.83","TCP","66","443 > 57213 [ACK] Seq=5408 Ack=3540 Win=24832 Len=0 TSval=668952322 TSecr=1626200396"
"6573","12.961817000","172.20.7.83","54.84.228.233","TLSv1.2","943","Application Data"
"6574","12.963182000","66.150.118.12","172.20.7.83","HTTP","341","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"6575","12.963246000","172.20.7.83","66.150.118.12","TCP","54","57212 > 80 [ACK] Seq=591 Ack=289 Win=261856 Len=0"
"6576","12.964222000","172.20.7.83","66.150.118.12","TCP","54","57212 > 80 [FIN, ACK] Seq=591 Ack=289 Win=262144 Len=0"
"6577","12.970897000","216.58.216.206","172.20.7.83","TCP","66","443 > 56032 [ACK] Seq=3136 Ack=9117 Win=1258 Len=0 TSval=3192838209 TSecr=1626200388"
"6578","12.971471000","69.25.24.26","172.20.7.83","TCP","54","80 > 57210 [ACK] Seq=1 Ack=2921 Win=24816 Len=0"
"6579","12.971547000","172.20.7.83","69.25.24.26","HTTP","378","GET /oz/feeds/krux/tokens?afu=KFrQH57Y HTTP/1.1 "
"6580","12.976293000","107.22.237.47","172.20.7.83","TCP","66","80 > 57217 [ACK] Seq=1 Ack=941 Win=19968 Len=0 TSval=749780236 TSecr=1626200390"
"6581","12.978135000","54.84.228.233","172.20.7.83","TCP","66","443 > 57213 [ACK] Seq=5408 Ack=5865 Win=30720 Len=0 TSval=668952326 TSecr=1626200396"
"6582","12.978643000","107.22.237.47","172.20.7.83","HTTP","475","HTTP/1.1 302 Found "
"6583","12.978710000","172.20.7.83","107.22.237.47","TCP","66","57217 > 80 [ACK] Seq=941 Ack=410 Win=131328 Len=0 TSval=1626200424 TSecr=749780237"
"6584","12.980826000","54.84.228.233","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6585","12.980831000","54.84.228.233","172.20.7.83","TLSv1.2","613","Application Data"
"6586","12.980915000","172.20.7.83","54.84.228.233","TCP","66","57213 > 443 [ACK] Seq=5865 Ack=7403 Win=129056 Len=0 TSval=1626200426 TSecr=668952327"
"6587","12.990632000","208.71.122.1","172.20.7.83","TCP","54","80 > 57211 [ACK] Seq=1 Ack=685 Win=8190 Len=0"
"6588","12.990976000","208.71.122.1","172.20.7.83","HTTP","669","HTTP/1.1 200 OK  (GIF87a) (GIF87a) (image/gif)"
"6589","12.991049000","172.20.7.83","208.71.122.1","TCP","54","57211 > 80 [ACK] Seq=685 Ack=616 Win=65535 Len=0"
"6590","12.992820000","172.20.7.83","208.71.122.1","TCP","54","57211 > 80 [FIN, ACK] Seq=685 Ack=616 Win=65535 Len=0"
"6591","13.007147000","208.101.15.43","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6592","13.007152000","208.101.15.43","172.20.7.83","HTTP","171","HTTP/1.1 200 OK  (application/javascript)"
"6593","13.007235000","172.20.7.83","208.101.15.43","TCP","66","57128 > 80 [ACK] Seq=547 Ack=1554 Win=130208 Len=0 TSval=1626200451 TSecr=2898948778"
"6594","13.007594000","66.150.118.12","172.20.7.83","TCP","54","80 > 57212 [ACK] Seq=289 Ack=592 Win=15872 Len=0"
"6595","13.008646000","172.20.7.83","208.101.15.43","TCP","66","57128 > 80 [FIN, ACK] Seq=547 Ack=1554 Win=131072 Len=0 TSval=1626200452 TSecr=2898948778"
"6596","13.008754000","208.101.15.43","172.20.7.83","TCP","66","80 > 57128 [FIN, ACK] Seq=1554 Ack=547 Win=15616 Len=0 TSval=2898948779 TSecr=1626197884"
"6597","13.008805000","172.20.7.83","208.101.15.43","TCP","66","[TCP Out-Of-Order] 57128 > 80 [FIN, ACK] Seq=547 Ack=1555 Win=131072 Len=0 TSval=1626200452 TSecr=2898948779"
"6598","13.016396000","172.20.7.83","208.101.10.227","HTTP","696","GET /st?fdx=1&conv=1&shaid=11523&plh=http%3A%2F%2Fwww.ebates.com%2F&cb=77057195990346370&shoid=0&shoq=1&shoup=1.00 HTTP/1.1 "
"6599","13.024998000","69.25.24.26","172.20.7.83","TCP","54","[TCP Window Update] 80 > 57210 [ACK] Seq=1 Ack=2921 Win=30976 Len=0"
"6600","13.025162000","69.25.24.26","172.20.7.83","TCP","54","80 > 57210 [ACK] Seq=1 Ack=4705 Win=30976 Len=0"
"6601","13.029588000","211.14.21.29","172.20.7.83","TCP","66","80 > 57209 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1 WS=2048"
"6602","13.029726000","69.25.24.26","172.20.7.83","HTTP","612","HTTP/1.1 204 No Content "
"6603","13.029744000","172.20.7.83","211.14.21.29","TCP","54","57209 > 80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6604","13.029796000","172.20.7.83","69.25.24.26","TCP","54","57210 > 80 [ACK] Seq=4705 Ack=559 Win=261568 Len=0"
"6605","13.033610000","106.39.164.166","172.20.7.83","TCP","54","80 > 57196 [ACK] Seq=277 Ack=589 Win=15872 Len=0"
"6606","13.033627000","172.20.7.83","216.58.216.194","TLSv1.2","119","Application Data"
"6607","13.033692000","172.20.7.83","216.58.216.194","TLSv1.2","116","Application Data"
"6608","13.033692000","172.20.7.83","216.58.216.194","TLSv1.2","108","Application Data"
"6609","13.033831000","172.20.7.83","216.58.216.194","TLSv1.2","104","Application Data"
"6610","13.033916000","119.254.11.66","172.20.7.83","TCP","66","80 > 56736 [FIN, ACK] Seq=230 Ack=483 Win=66608 Len=0 TSval=1901246746 TSecr=1626195946"
"6611","13.033919000","119.254.11.66","172.20.7.83","TCP","66","80 > 56740 [FIN, ACK] Seq=230 Ack=483 Win=66608 Len=0 TSval=3537749795 TSecr=1626195946"
"6612","13.033977000","119.254.11.66","172.20.7.83","TCP","66","80 > 56737 [FIN, ACK] Seq=230 Ack=483 Win=66608 Len=0 TSval=835249000 TSecr=1626195946"
"6613","13.033992000","172.20.7.83","119.254.11.66","TCP","66","56736 > 80 [ACK] Seq=483 Ack=231 Win=131520 Len=0 TSval=1626200474 TSecr=1901246746"
"6614","13.033992000","172.20.7.83","119.254.11.66","TCP","66","56740 > 80 [ACK] Seq=483 Ack=231 Win=131520 Len=0 TSval=1626200474 TSecr=3537749795"
"6615","13.033993000","172.20.7.83","216.58.216.194","TLSv1.2","819","Application Data"
"6616","13.034010000","172.20.7.83","119.254.11.66","TCP","66","56737 > 80 [ACK] Seq=483 Ack=231 Win=131520 Len=0 TSval=1626200474 TSecr=835249000"
"6617","13.045258000","208.101.15.43","172.20.7.83","TCP","66","80 > 57128 [ACK] Seq=1555 Ack=548 Win=15616 Len=0 TSval=2898948816 TSecr=1626200452"
"6618","13.045348000","172.20.7.83","208.101.15.43","TCP","66","[TCP Dup ACK 6597#1] 57128 > 80 [ACK] Seq=548 Ack=1555 Win=131072 Len=0 TSval=1626200485 TSecr=2898948816"
"6619","13.045444000","208.71.122.1","172.20.7.83","TCP","54","80 > 57211 [FIN, ACK] Seq=616 Ack=685 Win=8190 Len=0"
"6620","13.045495000","172.20.7.83","208.71.122.1","TCP","54","[TCP Out-Of-Order] 57211 > 80 [FIN, ACK] Seq=685 Ack=617 Win=65535 Len=0"
"6621","13.047319000","208.71.122.1","172.20.7.83","TCP","54","80 > 57211 [ACK] Seq=617 Ack=686 Win=8190 Len=0"
"6622","13.047398000","172.20.7.83","208.71.122.1","TCP","54","[TCP Dup ACK 6620#1] 57211 > 80 [ACK] Seq=686 Ack=617 Win=65535 Len=0"
"6623","13.051772000","172.20.7.83","61.135.185.179","TCP","78","57218 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200491 TSecr=0 SACK_PERM=1"
"6624","13.057639000","208.101.10.227","172.20.7.83","TCP","311","[TCP segment of a reassembled PDU]"
"6625","13.057729000","172.20.7.83","208.101.10.227","TCP","66","57000 > 80 [ACK] Seq=631 Ack=246 Win=131520 Len=0 TSval=1626200497 TSecr=2899981823"
"6626","13.057851000","208.101.10.227","172.20.7.83","TCP","832","[TCP segment of a reassembled PDU]"
"6627","13.057855000","208.101.10.227","172.20.7.83","HTTP","66","HTTP/1.1 200 OK  (application/javascript)"
"6628","13.057900000","172.20.7.83","208.101.10.227","TCP","66","57000 > 80 [ACK] Seq=631 Ack=1012 Win=130752 Len=0 TSval=1626200497 TSecr=2899981823"
"6629","13.057950000","172.20.7.83","208.101.10.227","TCP","66","57000 > 80 [ACK] Seq=631 Ack=1013 Win=130752 Len=0 TSval=1626200497 TSecr=2899981824"
"6630","13.059173000","172.20.7.83","208.101.10.227","TCP","66","57000 > 80 [FIN, ACK] Seq=631 Ack=1013 Win=131072 Len=0 TSval=1626200498 TSecr=2899981824"
"6631","13.066836000","172.20.7.83","23.21.238.215","TCP","78","57219 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200505 TSecr=0 SACK_PERM=1"
"6633","13.070151000","216.58.216.194","172.20.7.83","TCP","66","443 > 57018 [ACK] Seq=253 Ack=837 Win=44800 Len=0 TSval=3192895638 TSecr=1626200474"
"6634","13.070157000","216.58.216.194","172.20.7.83","TLSv1.2","104","Application Data"
"6635","13.070239000","216.58.216.194","172.20.7.83","TCP","66","443 > 57018 [ACK] Seq=291 Ack=917 Win=44800 Len=0 TSval=3192895638 TSecr=1626200474"
"6636","13.070252000","172.20.7.83","216.58.216.194","TCP","66","57018 > 443 [ACK] Seq=1670 Ack=291 Win=131584 Len=0 TSval=1626200508 TSecr=3192895638"
"6637","13.078745000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6638","13.078979000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6639","13.078983000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6640","13.078984000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6641","13.079050000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=32612 Win=65535 Len=0"
"6642","13.079050000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=35532 Win=65535 Len=0"
"6643","13.079166000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6644","13.079168000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6645","13.079208000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=38452 Win=65535 Len=0"
"6646","13.079483000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6647","13.079997000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6648","13.080000000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6649","13.080053000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=41372 Win=65535 Len=0"
"6650","13.080273000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6651","13.080313000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=44292 Win=65535 Len=0"
"6652","13.083255000","216.58.216.194","172.20.7.83","TLSv1.2","415","Application Data"
"6653","13.083333000","172.20.7.83","216.58.216.194","TCP","66","57018 > 443 [ACK] Seq=1670 Ack=640 Win=131232 Len=0 TSval=1626200520 TSecr=3192895651"
"6654","13.083438000","216.58.216.194","172.20.7.83","TLSv1.2","104","Application Data"
"6655","13.083440000","216.58.216.194","172.20.7.83","TLSv1.2","112","Application Data"
"6656","13.083491000","172.20.7.83","216.58.216.194","TCP","66","57018 > 443 [ACK] Seq=1670 Ack=678 Win=131168 Len=0 TSval=1626200520 TSecr=3192895651"
"6657","13.083492000","172.20.7.83","216.58.216.194","TCP","66","57018 > 443 [ACK] Seq=1670 Ack=724 Win=131136 Len=0 TSval=1626200520 TSecr=3192895651"
"6658","13.088892000","23.21.238.215","172.20.7.83","TCP","74","80 > 57219 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM=1 TSval=305978153 TSecr=1626200505 WS=256"
"6659","13.088975000","172.20.7.83","23.21.238.215","TCP","66","57219 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626200524 TSecr=305978153"
"6660","13.093820000","172.20.7.83","216.58.216.194","TLSv1.2","112","Application Data"
"6661","13.097008000","172.20.7.83","23.21.238.215","TCP","1514","[TCP segment of a reassembled PDU]"
"6662","13.097009000","172.20.7.83","23.21.238.215","HTTP","484","GET /track/conv/?adv=gm0556e&ct=0:bwwtiid&fmt=3 HTTP/1.1 "
"6663","13.100049000","208.101.10.227","172.20.7.83","TCP","66","80 > 57000 [ACK] Seq=1013 Ack=632 Win=15744 Len=0 TSval=2899981865 TSecr=1626200498"
"6664","13.100508000","211.14.21.29","172.20.7.83","TCP","54","80 > 57207 [ACK] Seq=1 Ack=375 Win=65536 Len=0"
"6665","13.100995000","211.14.21.29","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6666","13.100999000","211.14.21.29","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6667","13.101061000","172.20.7.83","211.14.21.29","TCP","54","57207 > 80 [ACK] Seq=375 Ack=2921 Win=259200 Len=0"
"6668","13.101303000","172.20.7.83","211.14.21.29","TCP","54","[TCP Window Update] 57207 > 80 [ACK] Seq=375 Ack=2921 Win=262144 Len=0"
"6669","13.101372000","211.14.21.29","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6670","13.101376000","211.14.21.29","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6671","13.101412000","172.20.7.83","211.14.21.29","TCP","54","57207 > 80 [ACK] Seq=375 Ack=5841 Win=259200 Len=0"
"6672","13.101522000","211.14.21.29","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6673","13.101525000","211.14.21.29","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6674","13.101567000","172.20.7.83","211.14.21.29","TCP","54","57207 > 80 [ACK] Seq=375 Ack=8761 Win=256288 Len=0"
"6675","13.101668000","211.14.21.29","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6676","13.101670000","211.14.21.29","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6677","13.101712000","172.20.7.83","211.14.21.29","TCP","54","57207 > 80 [ACK] Seq=375 Ack=11681 Win=253376 Len=0"
"6678","13.101816000","211.14.21.29","172.20.7.83","HTTP","802","HTTP/1.1 200 OK  (application/javascript)"
"6679","13.101850000","172.20.7.83","211.14.21.29","TCP","54","57207 > 80 [ACK] Seq=375 Ack=12429 Win=252608 Len=0"
"6680","13.103323000","172.20.7.83","69.89.93.5","TCP","78","57220 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200536 TSecr=0 SACK_PERM=1"
"6681","13.108543000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6682","13.108547000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6683","13.108645000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=47212 Win=65535 Len=0"
"6684","13.108778000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6685","13.108966000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6686","13.109009000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=50132 Win=65535 Len=0"
"6687","13.109122000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6688","13.110579000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6689","13.110583000","173.192.220.64","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6690","13.110584000","173.192.220.64","172.20.7.83","HTTP","1155","HTTP/1.1 200 OK  (text/javascript)"
"6691","13.110646000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=53052 Win=65535 Len=0"
"6692","13.110705000","172.20.7.83","173.192.220.64","TCP","54","56946 > 80 [ACK] Seq=1465 Ack=55613 Win=65535 Len=0"
"6693","13.113032000","208.71.122.1","172.20.7.83","TCP","54","[TCP Dup ACK 6621#1] 80 > 57211 [ACK] Seq=617 Ack=686 Win=8190 Len=0"
"6694","13.115707000","172.20.7.83","211.14.21.29","TCP","54","[TCP Window Update] 57207 > 80 [ACK] Seq=375 Ack=12429 Win=262144 Len=0"
"6695","13.119167000","23.21.238.215","172.20.7.83","TCP","66","80 > 57219 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=305978161 TSecr=1626200531"
"6696","13.119421000","23.21.238.215","172.20.7.83","TCP","66","80 > 57219 [ACK] Seq=1 Ack=1867 Win=20480 Len=0 TSval=305978161 TSecr=1626200531"
"6697","13.120433000","23.21.238.215","172.20.7.83","TCP","1514","[TCP segment of a reassembled PDU]"
"6698","13.120438000","23.21.238.215","172.20.7.83","TCP","636","[TCP segment of a reassembled PDU]"
"6699","13.120506000","172.20.7.83","23.21.238.215","TCP","66","57219 > 80 [ACK] Seq=1867 Ack=2019 Win=129728 Len=0 TSval=1626200551 TSecr=305978161"
"6700","13.120744000","23.21.238.215","172.20.7.83","HTTP","71","HTTP/1.1 200 OK  (GIF89a) (GIF89a) (image/gif)"
"6701","13.120792000","172.20.7.83","23.21.238.215","TCP","66","57219 > 80 [ACK] Seq=1867 Ack=2024 Win=131040 Len=0 TSval=1626200551 TSecr=305978161"
"6702","13.123500000","211.152.122.165","172.20.7.83","TCP","54","80 > 56806 [ACK] Seq=1 Ack=2 Win=14720 Len=0"
"6703","13.123588000","172.20.7.83","211.152.122.165","TCP","54","[TCP Dup ACK 825#1] 56806 > 80 [ACK] Seq=2 Ack=1 Win=262144 Len=0"
"6704","13.123674000","211.152.122.165","172.20.7.83","HTTP","160","HTTP/1.1 302 Found "
"6705","13.123721000","172.20.7.83","211.152.122.165","TCP","54","56806 > 80 [RST] Seq=2 Win=0 Len=0"
"6706","13.123981000","211.152.122.165","172.20.7.83","HTTP","160","HTTP/1.1 302 Found "
"6707","13.124027000","172.20.7.83","211.152.122.165","TCP","54","56808 > 80 [RST] Seq=2 Win=0 Len=0"
"6708","13.127906000","61.135.185.179","172.20.7.83","TCP","78","80 > 57208 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=128 SACK_PERM=1"
"6709","13.127995000","172.20.7.83","61.135.185.179","TCP","54","57208 > 80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6710","13.128179000","172.20.7.83","61.135.185.179","HTTP","412","GET /pixel?dspid=7826902 HTTP/1.1 "
"6711","13.171560000","216.58.216.194","172.20.7.83","TCP","66","443 > 57018 [ACK] Seq=724 Ack=1716 Win=46208 Len=0 TSval=3192895739 TSecr=1626200528"
"6712","13.193068000","69.89.93.5","172.20.7.83","TCP","74","80 > 57220 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3714524289 TSecr=1626200536 WS=256"
"6713","13.193159000","172.20.7.83","69.89.93.5","TCP","66","57220 > 80 [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=1626200622 TSecr=3714524289"
"6714","13.193325000","172.20.7.83","69.89.93.5","HTTP","638","GET /c/cse?a=B&A=4f&C=118e&D=3b5b&V=10&R=1440x900c24&T=18&J=http%3A%2F%2Fwww.ebates.com%2F&b=5630 HTTP/1.1 "
"6715","13.261023000","172.20.7.83","117.135.175.158","TCP","54","[TCP Retransmission] 57180 > 80 [FIN, ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6716","13.286887000","69.89.93.5","172.20.7.83","TCP","66","80 > 57220 [ACK] Seq=1 Ack=573 Win=7168 Len=0 TSval=3714524298 TSecr=1626200622"
"6717","13.288072000","69.89.93.5","172.20.7.83","HTTP","703","HTTP/1.1 200 OK  (text/html)"
"6718","13.288162000","172.20.7.83","69.89.93.5","TCP","66","57220 > 80 [ACK] Seq=573 Ack=638 Win=131104 Len=0 TSval=1626200715 TSecr=3714524298"
"6719","13.297357000","172.20.7.83","216.58.216.194","TLSv1.2","1102","Application Data"
"6720","13.316907000","172.20.7.83","104.87.131.106","TCP","78","57221 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200743 TSecr=0 SACK_PERM=1"
"6721","13.316975000","172.20.7.83","69.89.93.5","TCP","66","57220 > 80 [FIN, ACK] Seq=573 Ack=638 Win=131104 Len=0 TSval=1626200743 TSecr=3714524298"
"6722","13.317041000","172.20.7.83","104.87.131.106","TCP","78","57222 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200743 TSecr=0 SACK_PERM=1"
"6723","13.317041000","172.20.7.83","211.14.21.29","TCP","54","57209 > 80 [FIN, ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6724","13.317111000","172.20.7.83","104.87.131.106","TCP","78","57223 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200743 TSecr=0 SACK_PERM=1"
"6725","13.317406000","172.20.7.83","211.14.21.29","TCP","54","57207 > 80 [FIN, ACK] Seq=375 Ack=12429 Win=262144 Len=0"
"6726","13.317406000","172.20.7.83","216.58.216.194","TCP","78","57224 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200743 TSecr=0 SACK_PERM=1"
"6727","13.317407000","172.20.7.83","23.21.238.215","TCP","66","57219 > 80 [FIN, ACK] Seq=1867 Ack=2024 Win=131072 Len=0 TSval=1626200743 TSecr=305978161"
"6728","13.317407000","172.20.7.83","216.58.216.194","TCP","78","57225 > 80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=1626200743 TSecr=0 SACK_PERM=1"
"6729","13.317407000","172.20.7.83","192.229.163.37","TCP","66","57195 > 80 [FIN, ACK] Seq=453 Ack=367 Win=131392 Len=0 TSval=1626200743 TSecr=2552144312"
